class,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
1,2015-11-03T06:31:49.60Z,45.9955868,10.9051363,1431.513,0.04,-0.13,0.48,2.800,3.531,0.74,3,8
1,2015-11-03T06:31:49.80Z,45.9955869,10.9051353,1431.457,-0.02,-0.13,0.43,2.824,3.570,0.75,3,8
1,2015-11-03T06:31:50.00Z,45.9955870,10.9051343,1431.376,-0.02,-0.14,0.42,2.839,3.607,0.75,3,8
1,2015-11-03T06:31:50.20Z,45.9955873,10.9051327,1431.294,0.01,-0.27,0.42,2.844,3.629,0.80,3,8
1,2015-11-03T06:31:50.40Z,45.9955879,10.9051308,1431.196,0.04,-0.24,0.44,2.848,3.649,0.78,3,8
1,2015-11-03T06:31:50.60Z,45.9955889,10.9051281,1431.069,0.12,-0.18,0.43,2.828,3.648,0.76,3,8
1,2015-11-03T06:31:50.80Z,45.9955893,10.9051265,1431.029,0.05,-0.18,0.41,2.812,3.656,0.75,3,8
1,2015-11-03T06:31:51.00Z,45.9955894,10.9051263,1431.031,0.10,-0.13,0.40,2.815,3.675,0.77,3,8
1,2015-11-03T06:31:51.20Z,45.9955891,10.9051264,1431.045,0.08,-0.20,0.38,2.815,3.694,0.80,3,8
1,2015-11-03T06:31:51.40Z,45.9955889,10.9051260,1431.027,0.11,-0.30,0.36,2.823,3.715,0.88,3,8
1,2015-11-03T06:31:51.60Z,45.9955882,10.9051262,1431.076,-0.05,-0.20,0.33,2.830,3.731,0.80,3,8
1,2015-11-03T06:31:52.00Z,45.9955876,10.9051255,1431.054,0.05,-0.16,0.33,2.845,3.755,0.79,3,8
1,2015-11-03T06:31:52.40Z,45.9955865,10.9051261,1431.174,-0.04,-0.15,0.31,2.903,3.803,0.82,3,8
1,2015-11-03T06:31:52.60Z,45.9955854,10.9051271,1431.325,0.04,-0.28,0.30,2.894,3.790,0.90,3,8
1,2015-11-03T06:31:52.80Z,45.9955842,10.9051285,1431.550,0.06,-0.25,0.24,2.860,3.771,0.88,3,8
1,2015-11-03T06:31:53.00Z,45.9955825,10.9051306,1431.684,-0.02,-0.27,0.25,2.820,3.765,0.84,3,8
1,2015-11-03T06:31:53.20Z,45.9955814,10.9051315,1431.647,-0.05,-0.17,0.30,2.798,3.765,0.79,3,8
1,2015-11-03T06:31:53.40Z,45.9955812,10.9051312,1431.678,0.01,-0.20,0.26,2.813,3.802,0.83,3,8
1,2015-11-03T06:31:53.60Z,45.9955815,10.9051301,1431.680,-0.01,-0.16,0.27,2.799,3.788,0.76,3,8
1,2015-11-03T06:31:53.80Z,45.9955818,10.9051294,1431.811,0.00,-0.17,0.27,2.789,3.775,0.77,3,8
1,2015-11-03T06:31:54.00Z,45.9955810,10.9051301,1431.975,0.07,-0.11,0.31,2.744,3.689,0.75,3,8
1,2015-11-03T06:31:54.20Z,45.9955804,10.9051311,1432.067,-0.10,0.08,0.43,2.725,3.608,0.64,3,8
1,2015-11-03T06:31:54.40Z,45.9955801,10.9051318,1432.051,0.05,0.01,0.50,2.739,3.598,0.66,3,8
1,2015-11-03T06:31:54.60Z,45.9955797,10.9051333,1432.041,-0.05,0.20,0.56,2.749,3.568,0.66,3,8
2,2015-11-03T06:31:54.80Z,45.9955795,10.9051372,1431.929,-0.06,0.87,0.71,2.745,3.511,0.78,3,8
2,2015-11-03T06:31:55.00Z,45.9955783,10.9051430,1431.720,-0.30,1.74,0.83,2.757,3.481,0.88,3,8
2,2015-11-03T06:31:55.20Z,45.9955770,10.9051507,1431.292,-0.49,2.65,1.34,2.775,3.466,0.88,3,8
2,2015-11-03T06:31:55.40Z,45.9955752,10.9051621,1430.711,-0.83,3.99,2.04,2.793,3.450,0.89,3,8
2,2015-11-03T06:31:55.60Z,45.9955736,10.9051727,1429.753,-1.05,4.36,3.01,2.808,3.440,0.82,3,8
2,2015-11-03T06:31:55.80Z,45.9955732,10.9051801,1428.429,-0.77,4.05,3.93,2.829,3.439,0.76,3,8
2,2015-11-03T06:31:56.00Z,45.9955722,10.9051910,1426.857,-0.86,4.88,5.07,2.861,3.456,0.77,3,8
2,2015-11-03T06:31:56.20Z,45.9955708,10.9052020,1425.097,-1.08,5.16,5.97,2.898,3.478,0.81,3,8
2,2015-11-03T06:31:56.40Z,45.9955697,10.9052108,1423.221,-0.93,4.67,6.59,2.931,3.509,0.83,3,8
2,2015-11-03T06:31:56.60Z,45.9955674,10.9052210,1420.836,-1.41,4.94,7.53,2.943,3.518,0.81,3,8
2,2015-11-03T06:31:56.80Z,45.9955658,10.9052309,1418.488,-1.33,4.71,8.16,2.943,3.526,0.85,3,8
2,2015-11-03T06:31:57.00Z,45.9955658,10.9052391,1415.783,-0.89,4.43,8.85,2.935,3.524,0.90,3,8
2,2015-11-03T06:31:57.20Z,45.9955660,10.9052483,1413.108,-0.54,4.10,9.48,2.936,3.532,0.94,3,8
2,2015-11-03T06:31:57.40Z,45.9955648,10.9052590,1410.596,-0.70,3.89,9.97,2.954,3.554,0.98,3,8
2,2015-11-03T06:31:57.60Z,45.9955645,10.9052693,1407.685,-0.44,3.84,10.63,2.975,3.574,1.03,3,8
2,2015-11-03T06:31:58.20Z,45.9955619,10.9052991,1397.786,-0.16,3.27,12.84,3.071,3.650,1.11,3,8
2,2015-11-03T06:31:58.40Z,45.9955607,10.9053036,1392.561,-0.46,3.23,14.35,3.071,3.635,1.20,3,8
2,2015-11-03T06:31:58.60Z,45.9955604,10.9053151,1386.677,0.11,4.52,16.06,3.066,3.613,1.31,3,8
2,2015-11-03T06:31:58.80Z,45.9955587,10.9053287,1380.568,0.02,5.36,17.66,3.064,3.591,1.38,3,8
2,2015-11-03T06:31:59.00Z,45.9955577,10.9053489,1375.231,0.11,6.36,18.71,3.074,3.585,1.38,3,8
2,2015-11-03T06:31:59.20Z,45.9955560,10.9053710,1369.345,0.15,7.44,19.92,3.082,3.573,1.41,3,8
2,2015-11-03T06:31:59.40Z,45.9955526,10.9053936,1363.235,-0.49,8.36,21.03,3.097,3.570,1.43,3,8
2,2015-11-03T06:31:59.60Z,45.9955506,10.9054193,1357.271,-0.22,8.87,22.09,3.117,3.571,1.42,3,8
2,2015-11-03T06:31:59.80Z,45.9955475,10.9054449,1350.609,-0.32,9.59,23.22,3.141,3.575,1.44,3,8
2,2015-11-03T06:32:00.00Z,45.9955422,10.9054750,1344.146,-1.18,10.26,24.24,3.176,3.596,1.48,3,8
2,2015-11-03T06:32:00.20Z,45.9955342,10.9055052,1336.572,-1.71,11.07,25.65,3.197,3.595,1.53,3,8
2,2015-11-03T06:32:00.40Z,45.9955252,10.9055424,1329.283,-2.66,12.06,26.86,3.225,3.608,1.57,3,8
2,2015-11-03T06:32:00.60Z,45.9955159,10.9055821,1320.983,-2.48,13.46,28.38,3.241,3.606,1.60,3,8
2,2015-11-03T06:32:00.80Z,45.9955062,10.9056271,1312.565,-2.69,14.92,29.81,3.256,3.603,1.62,3,8
2,2015-11-03T06:32:01.00Z,45.9954943,10.9056830,1303.804,-3.44,16.99,31.27,3.260,3.601,1.61,3,8
2,2015-11-03T06:32:01.20Z,45.9954806,10.9057504,1294.392,-4.15,19.59,32.87,3.246,3.592,1.57,3,8
2,2015-11-03T06:32:01.40Z,45.9954614,10.9058289,1284.681,-6.12,22.51,34.28,3.205,3.581,1.45,3,8
2,2015-11-03T06:32:01.60Z,45.9954432,10.9059097,1275.949,-7.37,24.76,35.10,3.183,3.599,1.39,3,8
2,2015-11-03T06:32:01.80Z,45.9954229,10.9059945,1267.541,-8.66,26.76,35.62,3.168,3.632,1.31,3,8
2,2015-11-03T06:32:02.00Z,45.9954017,10.9060807,1259.151,-9.63,28.57,36.08,3.157,3.671,1.24,3,8
2,2015-11-03T06:32:02.20Z,45.9953796,10.9061682,1250.919,-10.40,29.78,36.36,3.153,3.713,1.24,3,8
2,2015-11-03T06:32:02.40Z,45.9953559,10.9062602,1242.674,-11.20,31.10,36.60,3.154,3.762,1.22,3,8
2,2015-11-03T06:32:02.60Z,45.9953313,10.9063556,1234.491,-11.85,32.63,36.79,3.161,3.819,1.21,3,7
2,2015-11-03T06:32:02.80Z,45.9953055,10.9064550,1226.493,-12.48,34.23,36.90,3.173,3.881,1.20,3,7
2,2015-11-03T06:32:03.00Z,45.9952784,10.9065576,1218.590,-13.14,35.77,36.94,3.185,3.946,1.15,3,8
2,2015-11-03T06:32:03.20Z,45.9952504,10.9066629,1210.734,-13.79,37.28,36.93,3.201,4.016,1.11,3,8
2,2015-11-03T06:32:03.40Z,45.9952217,10.9067709,1202.896,-14.18,38.86,36.94,3.221,4.096,1.08,3,8
2,2015-11-03T06:32:03.60Z,45.9951937,10.9068779,1195.527,-14.48,40.13,36.80,3.265,4.183,1.09,3,8
2,2015-11-03T06:32:04.00Z,45.9951369,10.9070966,1180.931,-14.84,42.29,36.48,3.365,4.363,1.08,3,8
2,2015-11-03T06:32:04.20Z,45.9951073,10.9072135,1173.667,-14.80,43.78,36.30,3.373,4.440,0.94,3,8
2,2015-11-03T06:32:04.40Z,45.9950785,10.9073350,1165.995,-14.65,45.09,36.28,3.385,4.518,0.90,3,8
2,2015-11-03T06:32:04.60Z,45.9950494,10.9074619,1158.600,-14.79,46.18,36.12,3.397,4.599,0.88,3,8
2,2015-11-03T06:32:04.80Z,45.9950241,10.9075875,1150.051,-14.32,47.29,36.54,3.423,4.689,0.84,3,8
2,2015-11-03T06:32:05.00Z,45.9950009,10.9077134,1141.176,-13.97,48.31,36.98,3.452,4.762,0.85,3,8
2,2015-11-03T06:32:05.20Z,45.9949797,10.9078418,1131.835,-13.45,49.58,37.42,3.453,4.814,0.80,3,8
2,2015-11-03T06:32:05.40Z,45.9949589,10.9079681,1122.512,-13.30,50.38,37.85,3.478,4.860,0.84,3,8
2,2015-11-03T06:32:05.60Z,45.9949415,10.9080956,1112.640,-12.82,51.03,38.37,3.462,4.840,0.84,3,8
2,2015-11-03T06:32:05.80Z,45.9949320,10.9082195,1100.723,-11.92,51.48,39.23,3.337,4.637,0.76,3,7
2,2015-11-03T06:32:06.00Z,45.9949205,10.9083449,1089.908,-11.69,51.84,39.71,3.273,4.517,0.83,3,7
2,2015-11-03T06:32:06.20Z,45.9949065,10.9084725,1079.161,-11.84,52.09,40.11,3.213,4.398,0.85,3,7
2,2015-11-03T06:32:06.40Z,45.9948905,10.9086063,1068.889,-12.00,52.58,40.32,3.140,4.288,0.78,3,7
2,2015-11-03T06:32:06.60Z,45.9948749,10.9087373,1058.668,-12.31,53.04,40.47,3.092,4.177,0.83,3,7
2,2015-11-03T06:32:06.80Z,45.9948574,10.9088718,1049.036,-12.36,53.53,40.50,3.055,4.096,0.85,3,7
2,2015-11-03T06:32:07.00Z,45.9948395,10.9090063,1039.622,-12.29,53.92,40.48,3.026,4.024,0.87,3,7
2,2015-11-03T06:32:07.20Z,45.9948211,10.9091453,1030.435,-12.13,54.43,40.42,2.966,3.936,0.77,3,7
2,2015-11-03T06:32:07.40Z,45.9948032,10.9092848,1021.409,-12.14,54.98,40.30,2.939,3.874,0.83,3,7
2,2015-11-03T06:32:07.60Z,45.9947853,10.9094267,1012.447,-12.07,55.42,40.14,2.911,3.822,0.82,3,7
2,2015-11-03T06:32:07.80Z,45.9947661,10.9095731,1003.811,-11.94,55.87,39.91,2.853,3.740,0.72,3,7
2,2015-11-03T06:32:08.00Z,45.9947474,10.9097200,995.162,-12.12,56.31,39.63,2.816,3.689,0.73,3,7
2,2015-11-03T06:32:08.20Z,45.9947275,10.9098677,987.104,-12.32,56.73,39.26,2.787,3.646,0.74,3,7
2,2015-11-03T06:32:08.40Z,45.9947072,10.9100172,978.624,-12.63,56.96,38.93,2.759,3.596,0.73,3,7
2,2015-11-03T06:32:08.60Z,45.9946863,10.9101656,970.460,-12.87,57.33,38.70,2.743,3.563,0.79,3,7
2,2015-11-03T06:32:08.80Z,45.9946658,10.9103144,962.457,-13.07,57.71,38.35,2.723,3.534,0.75,3,7
2,2015-11-03T06:32:09.00Z,45.9946444,10.9104647,946.994,-13.27,57.95,38.02,2.750,3.548,0.77,3,7
2,2015-11-03T06:32:09.40Z,45.9945978,10.9107662,939.480,-13.26,58.25,37.65,2.801,3.587,0.96,3,7
2,2015-11-03T06:32:09.60Z,45.9945739,10.9109212,932.193,-13.92,58.49,37.17,2.796,3.578,0.81,3,7
2,2015-11-03T06:32:09.80Z,45.9945510,10.9110738,924.810,-14.11,58.51,36.79,2.798,3.576,0.82,3,7
2,2015-11-03T06:32:10.00Z,45.9945267,10.9112278,917.830,-14.39,58.82,36.33,2.791,3.567,0.77,3,7
2,2015-11-03T06:32:10.20Z,45.9945024,10.9113809,910.793,-14.40,58.81,35.97,2.797,3.573,0.82,3,7
2,2015-11-03T06:32:10.40Z,45.9944775,10.9115363,903.970,-14.74,59.20,35.54,2.794,3.568,0.79,3,7
2,2015-11-03T06:32:10.60Z,45.9944523,10.9116907,897.121,-14.85,59.26,35.19,2.801,3.576,0.83,3,7
2,2015-11-03T06:32:10.80Z,45.9944266,10.9118463,890.417,-14.99,59.52,34.82,2.802,3.577,0.80,3,7
2,2015-11-03T06:32:11.00Z,45.9944007,10.9120017,883.727,-15.11,59.52,34.50,2.808,3.585,0.80,3,7
2,2015-11-03T06:32:11.20Z,45.9943746,10.9121564,876.990,-14.73,59.64,34.35,2.831,3.629,0.81,3,7
2,2015-11-03T06:32:11.40Z,45.9943496,10.9123112,870.290,-14.26,59.60,34.21,2.852,3.674,0.79,3,7
2,2015-11-03T06:32:11.60Z,45.9943241,10.9124658,863.513,-14.24,59.48,34.18,2.878,3.727,0.81,3,7
2,2015-11-03T06:32:11.80Z,45.9942986,10.9126206,856.888,-14.20,59.62,33.99,2.916,3.785,0.87,3,7
2,2015-11-03T06:32:12.00Z,45.9942728,10.9127758,850.430,-14.28,59.80,33.67,2.942,3.840,0.81,3,7
2,2015-11-03T06:32:12.20Z,45.9942459,10.9129314,844.187,-14.65,59.91,33.17,2.971,3.893,0.81,3,7
2,2015-11-03T06:32:12.40Z,45.9942179,10.9130870,838.077,-15.12,59.73,32.72,3.010,3.954,0.83,3,7
2,2015-11-03T06:32:12.60Z,45.9941893,10.9132423,832.084,-15.58,59.45,32.34,3.034,4.006,0.78,3,7
2,2015-11-03T06:32:12.80Z,45.9941607,10.9133971,826.134,-15.76,59.15,31.99,3.058,4.059,0.84,3,7
2,2015-11-03T06:32:13.00Z,45.9941317,10.9135527,820.359,-15.96,59.44,31.58,3.091,4.110,0.90,3,7
2,2015-11-03T06:32:13.20Z,45.9941028,10.9137082,814.868,-16.09,59.32,31.06,3.102,4.144,0.81,3,7
2,2015-11-03T06:32:13.40Z,45.9940740,10.9138636,809.343,-16.13,59.21,30.71,3.121,4.184,0.86,3,7
2,2015-11-03T06:32:13.60Z,45.9940451,10.9140183,803.963,-16.17,59.09,30.30,3.121,4.202,0.80,3,8
2,2015-11-03T06:32:13.80Z,45.9940164,10.9141731,798.564,-16.14,59.17,29.97,3.125,4.219,0.84,3,8
2,2015-11-03T06:32:14.00Z,45.9939878,10.9143290,793.339,-16.06,59.09,29.65,3.128,4.229,0.87,3,8
2,2015-11-03T06:32:14.20Z,45.9939595,10.9144849,788.120,-15.87,59.23,29.35,3.132,4.231,0.90,3,8
2,2015-11-03T06:32:14.40Z,45.9939312,10.9146399,782.924,-15.84,59.18,29.00,3.131,4.226,0.90,3,7
2,2015-11-03T06:32:14.60Z,45.9939037,10.9147955,772.516,-15.53,59.28,28.65,3.112,4.184,0.80,3,7
2,2015-11-03T06:32:15.00Z,45.9938494,10.9151031,767.129,-15.13,59.00,28.33,3.147,4.205,1.04,3,7
2,2015-11-03T06:32:15.20Z,45.9938247,10.9152588,762.216,-14.52,59.10,28.00,3.071,4.088,0.82,3,7
2,2015-11-03T06:32:15.40Z,45.9937999,10.9154128,756.963,-14.21,59.02,27.86,3.040,4.024,0.86,3,7
2,2015-11-03T06:32:15.60Z,45.9937755,10.9155661,751.614,-13.96,59.11,27.77,3.013,3.971,0.83,3,7
2,2015-11-03T06:32:15.80Z,45.9937517,10.9157201,746.390,-13.67,59.30,27.61,2.994,3.926,0.86,3,7
2,2015-11-03T06:32:16.00Z,45.9937283,10.9158748,741.170,-13.56,59.28,27.51,2.968,3.876,0.85,3,7
2,2015-11-03T06:32:16.20Z,45.9937048,10.9160288,735.844,-13.44,59.28,27.46,2.948,3.839,0.83,3,7
2,2015-11-03T06:32:16.40Z,45.9936823,10.9161832,730.541,-13.07,59.25,27.45,2.906,3.777,0.78,3,7
2,2015-11-03T06:32:16.60Z,45.9936604,10.9163366,725.106,-12.68,59.22,27.49,2.889,3.740,0.85,3,7
2,2015-11-03T06:32:16.80Z,45.9936388,10.9164898,719.586,-12.40,59.29,27.57,2.886,3.721,0.88,3,7
2,2015-11-03T06:32:17.00Z,45.9936181,10.9166434,714.226,-12.00,59.46,27.51,2.855,3.677,0.81,3,7
2,2015-11-03T06:32:17.20Z,45.9935975,10.9167970,708.869,-11.89,59.63,27.42,2.834,3.648,0.80,3,7
2,2015-11-03T06:32:17.40Z,45.9935769,10.9169512,703.466,-11.88,59.64,27.40,2.810,3.617,0.79,3,7
2,2015-11-03T06:32:17.60Z,45.9935561,10.9171050,698.005,-11.96,59.45,27.48,2.789,3.584,0.79,3,7
2,2015-11-03T06:32:17.80Z,45.9935351,10.9172585,692.528,-12.05,59.22,27.58,2.777,3.566,0.81,3,7
2,2015-11-03T06:32:18.00Z,45.9935141,10.9174115,686.968,-11.89,59.31,27.64,2.765,3.547,0.80,3,7
2,2015-11-03T06:32:18.20Z,45.9934936,10.9175649,681.426,-11.66,59.42,27.70,2.755,3.528,0.80,3,7
2,2015-11-03T06:32:18.40Z,45.9934736,10.9177185,675.904,-11.34,59.55,27.69,2.744,3.510,0.78,3,7
2,2015-11-03T06:32:18.60Z,45.9934536,10.9178724,670.394,-11.28,59.56,27.68,2.738,3.496,0.80,3,7
